contenido,tipo
Salaverry: Es importante que se reanude el diálogo con el Ejecutivo,politica
Ejecutivo y bancadas reconocen necesidad de impulsar reformas políticas,politica
Juez dicta 18 meses de prisión preventiva para José Miguel Castro,politica
"Susana Villarán fue recluida en el penal de Chorrillos, donde está Keiko Fujimori",politica
Susana Villarán: Así fue su traslado al Penal Anexo Mujeres de Chorrillos,politica
Zeballos: Avalamos la denuncia de la fiscal de la Nación contra Chávarry,politica
Del Solar: Ejecutivo respetará lo que apruebe el Congreso sobre reforma política,politica
Martín Vizcarra y Salvador del Solar se reunieron con voceros de bancadas,politica
Susana Villarán: las mentiras de la ex alcaldesa de Lima,politica
"Abogado de José Miguel Castro: ""Mi cliente no reconoce su voz en esos audios""",politica
"Autodestrucción, la columna de Eduardo Dargent Bocanegra",politica
"Un matrimonio peligroso, la columna de Eduardo Dargent",politica
"Un pueblo de demonios, la columna de Eduardo Dargent",politica
"José Miguel Castro: ""Yo no he sido parte de ningún pacto de silencio""",politica
Zoraida Ávalos presentó denuncia constitucional contra Pedro Chávarry,politica
Anel Townsend: ¿cuál fue su papel en la campaña por el No a la revocación?,politica
"José Miguel Castro ""presionaba y amenazaba"" para cobrar, según colaborador",politica
Víctor Prado: Para ampliar extradición de Hinostroza se debe pasar por el Congreso,politica
Rosa Bartra: “Hay suficiente plazo para aprobar [la reforma política]”,politica
Susana Villarán: Poder Judicial dictó 18 meses de prisión preventiva,politica
Comisión que investiga a región Callao planea debatir informe fuera de plazo,politica
Fiscal español pide detención de Hinostroza tras aprobarse extradición,politica
Otra vez Andrés,politica
Una reforma a paso lento en la Comisión de Constitución,politica
Castro le pidió a Prado negar titularidad de cuenta en Andorra ante fiscalía,politica
Fiscal cree que Villarán aún tiene en su poder dinero de aportes de OAS,politica
"Huilca: ""Creo que no es válido que Susana Villarán haya justificado lo que hizo""",politica
Así reaccionó la prensa mundial tras la prisión preventiva contra Susana Villarán,politica
Contralor: Demora del TC para aclarar sentencia incrementará sensación de impunidad,politica
Archivo de proyecto sobre inmunidad parlamentaria generó opiniones divididas,politica
Dictan 18 meses de prisión preventiva contra secretario Luis Gómez Cornejo,politica
"El inútil colegio de politólogos, por María Alejandra Campos",politica
Pedro Chávarry: ¿Quiénes archivaron primera denuncia por deslacrado?,politica
"""He hablado con la verdad desde el principio y estoy a disposición de la fiscalía""",politica
"Carlos Chipoco, abogado y ex congresista, falleció a los 64 años",politica
César Hinostroza: Sala considera que no infringí las reglas de conducta,politica
César Hinostroza: el largo camino desde la primera denuncia en su contra,politica
Edwin Donayre: Ministerio de Defensa ya ordenó retirar sus condecoraciones,politica
"Vizcarra: ""No podemos trabajar al filo de la navaja con cronograma de reforma""",politica
Vizcarra: Hay razones evidentes para que Congreso tome acciones sobre Chávarry,politica
La primera noche de Susana Villarán en prisión,politica
¿Cómo es el penal donde Susana Villarán fue internada?,politica
Vásquez advierte que denuncia de fiscal de la Nación contra Chávarry no será admitida,politica
Fiscal de la Nación denuncia a Pedro Chávarry,politica
Junta Nacional de Justicia: 113 postulantes aptos para rendir examen este domingo,politica
Bartra: De ninguna manera sería presidenta del Congreso antes que Cecilia Chacón,politica
Luis Nava: Sala definirá este jueves apelación a la prisión preventiva,politica
Corrupción de funcionarios: ¿Qué es una organización criminal?,politica
Juez señala que José Miguel Castro presionó a testigos,politica
Propuesta del Ejecutivo sobre inmunidad es recogida en parte en pre dictamen,politica
"Reforma para una democracia funcional, por Jaime de Althaus",politica
Pedro Chávarry: Sheput presentó informe final sobre denuncias contra fiscal,politica
"Vizcarra:""Tenemos que recuperar la credibilidad en las instituciones""",politica
Susana Villarán: las distintas caras de su accidentada vida política,politica
"Congresistas critican programa de Yeni Vilcatoma y piden ""medidas correctivas""",politica
Ex bancada de Unidos por la República presentaría nuevos miembros antes de julio,politica
Congreso: Castañeda está citado hoy por proyecto Línea Amarilla,politica
"Pedro Chávarry califica como ""patraña"" la denuncia de Zoraida Ávalos",politica
Prisiones preventivas: los recluidos por el Caso Odebrecht [GALERÍA],politica
César Hinostroza: jueces españoles rechazaron pedido de prisión provisional,politica
Otra vez Andrés,politica
Denuncia de fiscal de la Nación contra Pedro Chávarry recién se vería en agosto,politica
Martín Tanaka: “El Congreso ha asumido una posición muy a la defensiva”,politica
Fiscalía desistió de pedido de prisión preventiva para Gabriel Prado,politica
Salvador del Solar y Luz Salgado dialogaron sobre la reforma política,politica
"""Tenía la esperanza de que en la presidencia del Congreso cambiaría la percepción de FP""",politica
Congresista Miguel Castro se incorporó a bloque de Alianza para el Progreso,politica
Segura sobre acusación a Chávarry: “Ninguna denuncia tiene privilegio”,politica
Caso Villarán: José Miguel Castro será recluido en el penal Castro Castro,politica
Janet Sánchez: “No tengo problema en renunciar a la Comisión de Ética”,politica
"Ética votará informes finales contra Ponce, Rozas y Ushñahua este lunes",politica
"Chávarry: ""Una sola mentira no me hace partícipe de una organización criminal""",politica
Poder Judicial confirma prisión preventiva contra Luis Nava Guibert,politica
Estas son las frases políticas más comentadas de la semana,politica
"Daniel Salaverry: No solo los congresistas tienen inmunidad, también el presidente",politica
Sánchez: Espero que no estén tratando de frustrar investigaciones en Ética,politica
Del Solar: Se perdió la oportunidad de mirar la inmunidad y ganar confianza ciudadana,politica
¿Cómo funcionó el 'club de la construcción' y cuánto habría pagado en sobornos?,politica
Zoraida Ávalos: las frases que dejó su entrevista con El Comercio,politica
"Velásquez sobre críticas al programa de Vilcatoma: ""Quieren amordazarla""",politica
'Conservación Parlamentaria' a la carta,politica
"Salaverry sobre Vilcatoma: No puedo vetar un programa, ni a un congresista",politica
Bartra: Se priorizarán alternativas de elección de integrantes de JNJ en el Congreso,politica
Janet Sánchez también cobró bono sin realizar actividades de representación,politica
"""Tal vez la modalidad de elección de los integrantes de la JNJ pueda ser otra""",politica
"Carlos Tubino: ""Fuerza Popular no se opone en lo absoluto a la reforma política""",politica
El Comercio - Ipsos: todos los cuadros de la encuesta de mayo,politica
"La anticorrupción farsante, por Juan Paredes Castro",politica
José Domingo Pérez: Se espera que la próxima JNJ destituya a Chávarry,politica
Martín Vizcarra: su aprobación cae por quinto mes consecutivo,politica
"“Para el Perú, el cambio está en el horizonte”",politica
El 67% no sabe de la reforma política que impulsa el Ejecutivo,politica
"Las derrotas de Villarán, la columna de Martín Tanaka",politica
Yeni Vilcatoma: ¿De qué trata su programa en el canal del Congreso?,politica
Otra vez Andrés y el humor político de la semana,politica
Zoraida Ávalos: “No estoy supeditada a los calendarios del Congreso”,politica
Congreso: anuncian convocatoria para concurso de 209 plazas laborales,politica
JNJ: 104 postulantes se presentaron al examen de conocimientos,politica
Gutiérrez: La JNJ tiene todas las competencias para mover a un fiscal supremo,politica
"Los peajes del soborno, la columna de Diana Seminario",politica
OCMA espera que elección de miembros de JNJ se realice en plazo previsto,politica
Sheput: Vamos a pelear en la Comisión Permanente el informe contra Chávarry,politica
Subcomisión aprueba informe que recomienda destituir a Pedro Chávarry,politica
Pedro Chávarry: ¿Por qué casos podría ser destituido e inhabilitado?,politica
"Daniel Salaverry: ""Tenemos que acabar con los nombramientos ilegales""",politica
Subcomisión priorizará denuncia de la fiscal de la Nación contra Pedro Chávarry,politica
Directores generales de ministerios duran en sus cargos poco más de medio año,politica
Congresistas de la Comisión de Ética esperan explicaciones de Janet Sánchez,politica
Testigo afirma que OAS dio dinero a Nadine Heredia cuando era primera dama,politica
Congreso: más de 20 años sin una reforma sobre la inmunidad,politica
"Janet Sánchez: ""No considero haber cometido una falta para renunciar""",politica
Verdadero o falso: el 'fact checking' de las declaraciones políticas de la semana,politica
Junta Nacional de Justicia: solo tres postulantes aprobaron examen,politica
Publican correos entre Augusto Rey y OAS en gestión de Susana Villarán,politica
¿Por qué la popularidad de Martín Vizcarra sigue cayendo? [Análisis],politica
Fiscalía desiste de pedido de prisión preventiva para ex presidente de ICCGSA,politica
"El 71% desaprueba la gestión del Congreso, según encuesta de El Comercio-Ipsos",politica
Otra vez Andrés,politica
Comisión de Justicia cita para el 4 de junio a Vicente Zeballos y al defensor del Pueblo,politica
"Salaverry: Si el presidente prepara el terreno para un cierre del Congreso, que lo diga",politica
Tuesta: Presidente Vizcarra tiene derecho a protestar por reforma política,politica
Vizcarra: Estoy seguro de que vamos a lograr la reforma política con el Congreso,politica
"JNJ: Peras al olmo, la columna de José Carlos Requena",politica
"FP pide estar ""vigilantes ante cualquier intento de quiebre democrático""",politica
Amiga de Nadine Heredia firmó contrato ficticio con la empresa OAS,politica
El presidente Martín Vizcarra y su presencia en el Congreso| FOTOS,politica
Ministros decidieron no acudir a Comisión de Constitución para ver reforma,politica
"Los polémicos tuits de David Dumet, el primer puesto del examen de la JNJ",politica
¿Quiénes son los candidatos a la JNJ que aprobaron el examen de conocimiento?,politica
"Del Solar: ""No podemos dejar las cosas como están. La reforma no se archiva""",politica
Martín Vizcarra: No hay voluntad de cambio en el Congreso sobre reforma política,politica
Miembros de Comisión de Constitución cuestionan actitud del presidente Vizcarra,politica
Poder Judicial dictó prisión preventiva para hermano del ex ministro Paredes,politica
En las entrañas del ‘club de la construcción’ [Informe],politica
Chávarry: ¿cómo fue la votación que aprobó informe que recomienda destituirlo,politica
Comisión especial convocará a nuevo concurso para elegir a integrantes de JNJ,politica
Edwin Donayre: concluyó proceso para retirarle las condecoraciones,politica
César Hinostroza presentó recurso de súplica contra su extradición en España,politica
Otra vez Andrés,politica
"Ex ministro Paredes “insistía” en que el 'club' haga los pagos, según colaborador",politica
El futuro del fiscal supremo Pedro Chávarry en manos del Congreso,politica
Un 75% aprueba desempeño del equipo especial Lava Jato y un 61% de la Diviac,politica
Nadine Heredia: testimonio de colaborador complica situación de ex primera dama,politica
Janet Sánchez no será investigada por cobro de bono de representación,politica
José Paredes: No me sirvió de nada ser hermano de un ex ministro de Humala,politica
Ética: seis congresistas no serán investigados por bono de representación,politica
Congreso: evalúan citar a Marisa Glave e Indira Huilca por caso de peajes,politica
Zeballos: El proyecto sobre la cuestión de confianza nos despierta preocupación,politica
Transparencia pide a los actores políticos retomar el diálogo para la reforma,politica
Salvador del Solar: El gobierno no ha planteado ninguna cuestión de confianza,politica
"David Dumet, primer puesto en examen de la JNJ, se disculpa por polémicos tuits",politica
"¿Choque de trenes?, la columna de Eduardo Dargent",politica
José Miguel Castro se negó a responder interrogatorio de congresistas,politica
Fuerza Popular evalúa proyecto que eliminaría la inmunidad de arresto,politica
"Alejandra Aramayo: proyecto sobre reelección presidencial ""no es golpeador""",politica
Otra vez Andrés,politica
"¿Quién es Rocío Calderón, la amiga de Nadine Heredia involucrada en el Caso Lava Jato?",politica
Zeballos niega que actitud de Vizcarra busque plantear cuestión de confianza,politica
Proyecto de Aramayo plantea cambios sobre la reelección presidencial,politica
Martín Vizcarra se enfrenta al Congreso por la reforma política,politica
Pedro Chávarry: Comisión Permanente verá informe la próxima semana,politica
El 80% de la población no quiere que Fuerza Popular presida el Congreso,politica
Bernardo Roca Rey: “La libertad de expresión no ha sido alterada”,politica
"""Hay congresistas de FP que no están de acuerdo con archivar el tema de la inmunidad""",politica
Ley que regula la publicidad estatal en manos del pleno del Congreso,politica
"""No hay una sola circunstancia que evidencie que hay autoritarismo del Gobierno""",politica
"""La decisión de ir al Congreso fue una señal política del presidente Vizcarra""",politica
"Heresi acusa a Vizcarra de haber hecho ""trampa"" al partido Peruanos por el Kambio",politica
"Bartra emplaza al primer ministro Del Solar a ""respetar la independencia de poderes""",politica
Hermano de ex ministro Carlos Paredes será trasladado al penal Castro Castro,politica
Ex ministro Carlos Paredes reconoce que hubo una mafia en el MTC,politica
"Alan García: sus últimas décadas de política, exilio y acusaciones",politica
Pedro Chávarry: Tres parlamentarias de Fuerza Popular ya firmaron informe,politica
Odebrecht pagó S/65 millones de reparación civil por casos La Centralita y Chacas,politica
"La reforma que nunca fue, por María Alejandra Campos",politica
Otra vez Andrés,politica
"Congresistas defienden cambiar la inmunidad, pero solo en el reglamento",politica
Zeballos: Nos allanamos al proyecto de ley sobre la no reelección presidencial,politica
Congreso: suspenden debate de proyecto que propone anular el voto electrónico,politica
Congreso busca cambios en cuestión de confianza pese a rechazo en referéndum y fallo del TC,politica
OAS pagó coima de S/25 millones al 'club de la construcción',politica
"Bartra: ""Si hay interés del Ejecutivo en participar en debate, tiene las puertas""",politica
Yeni Vilcatoma: programa de TV fue trasmitido hoy en canal del Congreso,politica
Alejandro Toledo presentó habeas corpus ante el Tribunal Constitucional,politica
Roberto Vieira: Comisión de Ética espera hoy descargos del congresista,politica
Walter Gutiérrez: “Nadie dijo que elegir a los miembros de la JNJ iba a ser fácil”,politica
Yeni Vilcatoma | Arce pide reporte gastos del Congreso por programa de TV,politica
Se busca integrantes de la Junta Nacional de Justicia: ¿Qué sucede con el proceso?,politica
El Ejecutivo asegura que sigue dispuesto al diálogo,politica
La Corte Suprema y la otra comisión de inmunidad,politica
El 67% de peruanos no se identifica con ningún partido político,politica
Comisión de Fiscalización acordó citar a ministra Paola Bustamante,politica
Congreso: Concurso público debe ser anulado por acuerdo de Mesa Directiva,politica
Sánchez asegura que investigación a Cuellos Blancos evidenció negocio de expedientes,politica
Vilcatoma afirma que suspendieron su programa de TV sin previo aviso,politica
"Fiscal Carrasco: ""En el Congreso se está usando mal la figura de la inmunidad""",politica
Subcomisión archiva denuncia de Vilcatoma contra Pablo Sánchez,politica
JNE hace invocación al diálogo y consenso para aprobar reforma política,politica
Fiscal: Hijos de Nava y Atala reconocieron recepción de dinero de Odebrecht,politica
"George Forsyth consolida liderazgo en simpatías políticas, según Ipsos",politica
"La autoprofecía de la cuestión de confianza, por Jaime de Althaus",politica
Condenan a cinco años de prisión efectiva a congresista Joaquín Dipas,politica
Equipo especial investiga las finanzas de siete grupos políticos,politica
Zeballos: “Descarto de plano la disyuntiva sobre cierre del Congreso”,politica
ONPE: dictamen sobre voto electrónico no tiene opinión de entes electorales,politica
Rechazan aprobación de ley que crea el colegio de politólogos,politica
Vizcarra: Esperamos que Congreso tome acciones sin llegar a cuestión de confianza,politica
Comisión de Ética acuerda citar por tercera y última vez a Roberto Vieira,politica
Nadine Heredia: fiscalía podría abrir nueva investigación por dinero de OAS,politica
"Keiko Fujimori: ""Jamás me privarán de mi derecho a creer que la justicia vencerá""",politica
Ex presidente Alberto Fujimori envió mensaje a Keiko por su cumpleaños,politica
Vizcarra: No tengo problema que Congreso revise inmunidad de manera integral,politica
OAS acordó darle aporte de US$100 mil a Luis Castañeda en una reunión en su casa,politica
Congresista Joaquín Dipas rechaza sentencia del PJ y dice que apelará,politica
Poder Judicial dictó impedimento de salida del país para hijos de Atala y Nava,politica
¿Cuánto demora el Congreso en aprobar los proyectos del Ejecutivo?,politica
"Luis Castañeda: OAS dio aporte de US$100 mil a campaña del 2014, según Pinheiro",politica
"Ministra Gloria Montenegro: ""Yo ya hubiese cerrado el Congreso""",politica
"FP y Apra: Presunto aporte de OAS a Castañeda ""es grave y debe investigarse""",politica
"Wagner: ""Estamos en un ir y venir confrontacional que al final no conduce a nada""",politica
"Rocío Sánchez: Los Cuellos Blancos ""necesitaban un fiscal de la Nación afín a sus intereses""",politica
Bruce: La gente quiere que Vizcarra pase la película y se dedique a otros temas,politica
"Bolivia, Colombia, Ecuador y Perú celebran 50 años de CAN con más integración",politica
Estas son las frases políticas más resaltantes de la semana,politica
"El mal de la ‘encuestitis’ presidencial, por Juan Paredes Castro",politica
Comisión de levantamiento de inmunidad del PJ rechaza comentarios de Mulder,politica
Critican proyecto de Carlos Tubino sobre uso de la fuerza letal,politica
"Caso Lava Jato: Leonardo Fracassi, el operador de OAS",politica
Servir: “No podemos seguir con la alta rotación de funcionarios”,politica
La Comunidad Andina acordó en Lima priorizar interconexión energética,politica
¿Cómo funciona el voto electrónico y por qué se busca dejarlo sin efecto?,politica
Otra vez Andrés y el humor político de la semana,politica
"Flexibilidad y voluntad, la columna de Martín Tanaka",politica
Ernesto Blume: Me preocupa que la reforma política venga de un solo lado,politica
Presidentes se reúnen este domingo para celebrar 50 años de creación de la CAN,politica
Yeni Vilcatoma generó polémica por comentario sobre el COEN,politica
"Estamos en emergencia, la columna de Diana Seminario",politica
Humala y Heredia: fijan audiencia de control de acusación para el 13 de junio,politica
Comisión de Constitución reitera invitación a Salvador del Solar y Vicente Zeballos,politica
Susana Villarán: Poder Judicial dejó al voto apelación a la prisión preventiva,politica
"Susana Villarán: ""No represento ningún peligro de fuga ni de obstaculización""",politica
Yeni Vilcatoma |Área de Comunicaciones del Congreso evalúa programa de TV,politica
Martín Vizcarra se reunió con el presidente de Colombia Iván Duque,politica
Vela sobre Villarán: Estamos ante un grave caso de lavado de activos y corrupción,politica
Moisés Mamani: Poder Judicial presentó pedido de levantamiento de inmunidad,politica
Los vacíos en los gastos de campaña de Luis Castañeda en el 2014,politica
Susana Villarán y su millonaria campaña de publicidad por el No,politica
Verdadero o falso: el 'fact checking' de las declaraciones políticas de la semana,politica
Mesa Directiva de Galarreta tramitó 70 nombramientos en su último día de gestión,politica
La Junta Nacional de Justicia: un examen desaprobado,politica
Así fue la campaña electoral 2014 en la que Castañeda habría recibido aporte de OAS,politica
"Jorge Meléndez: ""La ministra de la Mujer tuvo un exceso, pero ya se rectificó""",politica
Otra vez Andrés,politica
"""La imagen que dan los congresistas es que no quieren rendir cuentas a la justicia""",politica
Congresista Sonia Echevarría renunció a la bancada de Cambio 21,politica
Rosa Bartra vuelve a invitar a Del Solar para debatir reforma esta semana,politica
Moisés Mamani: Admiten a trámite nuevo pedido para levantar su inmunidad,politica
Pedro Chávarry: El lado B de su presentación en el Congreso | FOTOS,politica
Prisión preventiva: Corte Suprema analizó pedido del MP sobre pleno casatorio,politica
"Zeballos: ""Me empieza a preocupar el concepto de democracia de Salaverry""",politica
Sheput: Congresistas que blinden podrían ser investigados por fiscales el 2021,politica
Vizcarra: La población sacará su conclusión por archivo de denuncia contra Chávarry,politica
"Tomas Gálvez: ""Están manipulando versiones de colaboradores y testigos""",politica
César Hinostroza busca archivar investigación por lavado de activos,politica
Pedro Chávarry cuestiona al presidente Vizcarra y al equipo especial Lava Jato,politica
Pedro Chávarry: Comisión Permanente ratifica archivo de denuncia por deslacrado,politica
"¿Quién es Léo Pinheiro, el ex presidente de OAS que complicó a Luis Castañeda?",politica
Luis Castañeda negó haber recibido sobornos de constructora OAS,politica
Pedro Chávarry: claves del informe que busca destituir al fiscal supremo,politica
"Salaverry:Es ""poco democrática"" decisión de Del Solar de no acudir a comisión",politica
"Dueño de lo que calla, la columna de José Carlos Requena",politica
Lecaros: Que Corte Suprema evalúe la inmunidad facilitaría las investigaciones,politica
Constitución aprueba que candidatos a la presidencia puedan postular al Congreso,politica
Vizcarra y Duque destacan importancia de unión para combatir la corrupción,politica
Otra vez Andrés,politica
Néstor Popolizio: “Podemos conversar con Bolivia para tener acceso a su gas”,politica
Becerril plantea destituir a fiscales que filtren información reservada,politica
¿Cómo afrontaron los últimos seis presidentes los desastres naturales?,politica
Presidente Martín Vizcarra liderará Consejo para la Reforma de Justicia,politica
Keiko Fujimori: El 5 de junio verán recusación al juez supremo Aldo Figueroa,politica
Iván Duque pide ser implacables con empresas que incurran en corrupción,politica
Congreso: Frente Amplio asegura que no dará la confianza al Gabinete,politica
Ernesto Blume: Una cuestión de confianza es constitucional pero extrema,politica
"PCM: renuncia Mónica Medina, jefa del gabinete de asesores",politica
TC solicita información a magistrado Carlos Ramos por incidente en Trujillo,politica
"Procurador Enco: Hay ""un ejercicio abusivo de la función parlamentaria”",politica
Rechazan aumentar cantidad de votos para aprobar leyes por insistencia,politica
Ministerio del Interior rechaza denuncia de supuesto reglaje al congresista Heresi,politica
"Perú es el país que más información requirió a Brasil por Caso Lava Jato, según TI",politica
Pedro Chávarry: Congresistas deploran blindaje en la Comisión Permanente,politica
"Destrucción partidaria, la columna de Eduardo Dargent",politica
"Aramayo: ""Se debe investigar a Pedro Chávarry por los delitos que se le imputan""",politica
"Carlos Bruce: “Hace casi 90 días que la bancada no habla con Vizcarra""",politica
"Bartra sobre Pedro Chávarry: ""Hemos decidido en base a pruebas y hechos""",politica
"Salaverry a FP: ""No han cambiado nada, siguen siendo los mismos. Vergonzoso """,politica
"Velásquez: ""Asumimos las consecuencias de la decisión sobre Chávarry""",politica
"Pérez: ""Ante esta situación debe tomarse una medida como la cuestión de confianza""",politica
Pedro Chávarry: ¿Quiénes blindaron al fiscal en la Comisión Permanente?,politica
Caso Pedro Chávarry: las frases que dejó el debate en la Comisión Permanente,politica
Procurador Ramírez viaja a Brasil por interrogatorio a ex asesor de OAS,politica
Comisión Permanente rechaza acusar a Pedro Chávarry por dos delitos,politica
Otra vez Andrés,politica
Sala evalúa apelación de Villarán a prisión preventiva por aportes de OAS y Odebrecht,politica
"""Mientras estamos aquí trabajando vemos que el Congreso sigue blindando personas""",politica
Así se defendió Chávarry durante su presentación en la Comisión Permanente,politica
Sheput: El fujimorismo ha negado la realidad con sus votos en defensa de Chávarry,politica
Daniel Salaverry convoca a pleno por cuestión de confianza para el martes 4 de junio,politica
Salaverry: Basta ya de que cúpula de una bancada afecte lucha contra la corrupción,politica
Rosa Bartra plantea modificaciones sobre inmunidad parlamentaria,politica
Comisión de Constitución continuó con debate de reforma política,politica
"Martín Vizcarra: ""Unidos vamos a sacar adelante la reforma política y judicial""",politica
Los efectos del blindaje a Pedro Chávarry en Fuerza Popular,politica
Comisión de Constitución aprobó cambios al artículo sobre reelección presidencial,politica
Tubino: Vizcarra está al borde de llevar a su gobierno a un régimen antidemocrático,politica
"Zeballos: Si se niega la confianza, el gabinete se va a su casa y se disuelve el Congreso",politica
"Humala: ""Martín Vizcarra ha dado un importante paso y hay que respaldarlo""",politica
Martín Vizcarra usa la carta de la cuestión de confianza por la reforma política,politica
Otra vez Andrés,politica
"La bala perdida de la reforma política, por María Alejandra Campos",politica
Cuestión de confianza ¿Qué opinan los congresistas tras anuncio de Vizcarra?,politica
Cuando Fernando Belaunde intentó evadirse del penal El Frontón,politica
Cuestión de confianza: analistas creen que tendrá impacto positivo para el Ejecutivo,politica
Fiscal Rocío Sánchez: Vamos a presentar nuevas pruebas contra Pedro Chávarry,politica
Martín Vizcarra: las principales frases del anuncio de cuestión de confianza,politica
¿Cuáles son los cinco proyectos de ley de la cuestión de confianza?,politica
Cuestión de confianza: este es el mensaje a la nación que leyó Martín Vizcarra,politica
Cuestión de confianza: Así informa el mundo sobre la medida tomada por Vizcarra,politica
"ANGR: ""La reforma política es un mandato que el Congreso tiene que cumplir""",politica
"María Jara: ""La cuestión de confianza no tiene que ser vista como confrontación""",politica
Cuestión de confianza: las frases de los congresistas tras el anuncio de Vizcarra,politica
Salaverry: Si es necesario se ampliará legislatura para aprobar las reformas,politica
Moisés Mamani: El miércoles 5 presentará sus descargos frente a pedido del PJ,politica
Bartra a Del Solar: Que se ponga 15 días para resolver los problemas del país,politica
"Vizcarra: ""Lo único que se requiere es voluntad para lograr los plazos""",politica
Poder Judicial revoca impedimento de salida del país para Mark Vito Vilanella,politica
"Del Solar: No estamos imponiendo, si el Congreso dice que no, nos vamos",politica
Otra vez Andrés,politica
Fiscal Abia: En dos semanas se resolverá investigación contra asesores de Chávarry,politica
Modifican cronograma del concurso para elegir a miembros de la JNJ,politica
"Los gremios podrían ayudar a desentrampar, por Jaime de Althaus",politica
Sala confirma prisión preventiva de Susana Villarán y la amplía a 24 meses,politica
Salvador del Solar plantea plazo para que Congreso apruebe proyectos del Ejecutivo,politica
Las reglas del Ejecutivo para la cuestión de confianza [Análisis],politica
Reforma política: ¿Qué cambios aprobó el jueves la Comisión de Constitución?,politica
Comisión de Constitución debate proyecto para limitar cuestión de confianza,politica
Vela: Fuimos permanentemente hostilizados por Chávarry tras detención de Keiko,politica
"Daniel Salaverry: ""Sería un grave error que Vizcarra cierre el Congreso""",politica
"""Se tenían líderes hipotecados en el cargo, hipotecados a favor de intereses privados""",politica
Martín Vizcarra llama a la unión tras anunciar cuestión de confianza | FOTOS,politica
"Sánchez dice que ""sería conveniente"" reprogramar votación de informe sobre Salaverry",politica
"Apra: Cierre del Congreso ""pondría al Gobierno en un jaque antidemocrático""",politica
César Hinostroza: Juzgado de Tumbes evaluará pedido de prisión preventiva,politica
Transparencia: Aprobación de la reforma política es impostergable e indispensable,politica
Pier Figari y Ana Hertz piden anular los allanamiento a sus domicilios,politica
Martín Vizcarra se pone a disposición de investigación de fiscal de Moquegua,politica
Yesenia Ponce afirma ser la principal interesada en que se levante su inmunidad,politica
Informe de Ética recomienda suspender por 120 días a Daniel Salaverry,politica
Poder Judicial pide al Congreso levantar inmunidad a Yesenia Ponce,politica
El presidente del TC cuestiona al Ejecutivo por la reforma política,politica
"Daniel Salaverry a Fuerza Popular: ""Soy un obstáculo para sus blindajes""",politica
Prisión preventiva: Corte Suprema rechaza pleno casatorio pedido por Fiscalía,politica
"Martín Vizcarra: ""Yo no aliento el pedido de la población de cierre del Congreso""",politica
Defensoría del Pueblo pide consensos para resolver cuestión de confianza,politica
Magistrada Ledesma considera que presidente del TC tendría que inhibirse,politica
Néstor Popolizio participará este lunes en reunión del Grupo de Lima en EE.UU.,politica
Reforma política: obstáculos para las propuestas del Ejecutivo,politica
Daniel Salaverry: “La intención es no votar la recomposición de comisiones”,politica
"Jorge Muñoz: ""No debe haber autoridades intocables""",politica
Cuestión de confianza acerca a Palacio y la Presidencia del Consejo de Ministros,politica
Estas son las principales frases políticas de la semana,politica
Bruce propone que el Tribunal Constitucional evalúe la cuestión de confianza,politica
"Los pasos autocráticos de Martín Vizcarra, la columna de Juan Paredes Castro",politica
"Mesías Guevara: Acción Popular se ha convertido en una ""bancada con K""",politica
OAS confesó que pagó sobornos por adjudicación del Hospital Lorena de Cusco,politica
Otra vez Andrés y el humor político de la semana,politica
"Cuestión de confianza: escenarios, la columna de Martín Tanaka",politica
“Reformas políticas deben centrarse en minimizar los riesgos del autoritarismo”,politica
Chávarry asegura que su visita a la casa de Hinostroza no prueba irregularidades,politica
"In memoriam, Javier Barreda (1966-2019) [Semblanza]",politica
Estado-empresa y una aerolínea nacional: ¿Qué tan viable es esta propuesta?,politica
Constitucionalistas están en contra de eliminar censura individual a ministros,politica
Del Solar: Cuestión de confianza es medida constitucional que pide respaldo del Congreso,politica
PCM niega convocatoria ciudadana para acompañar a Del Solar al Congreso,politica
Pedro Chávarry asistió a reunión en casa del ex juez César Hinostroza [VIDEO],politica
Yesenia Ponce se allana a pedido de levantamiento de su inmunidad,politica
"Bartra sobre fiscal Sandra Castro: ""Hay un clima de persecución política""",politica
"PPK lamenta fallecimiento de ""nuestro joven y muy querido amigo Javier Barreda""",politica
"""Se debe dar mensaje de que comisiones no serán controladas por una fuerza política""",politica
Salaverry: Fuerza Popular y Apra retrasan citación de Pedro Chávarry al pleno,politica
Cuatro bancadas cuestionan a Bartra por la manera de dirigir debate de reforma,politica
Comisión de Ética decide hoy si recomienda suspender a Daniel Salaverry,politica
Hoy culmina el mandato de 6 de 7 miembros del TC y no hay reemplazos,politica
"Virgilio Acuña: ""Soy solidario, con Antauro, nos une una buena amistad""",politica
Cuestionan lista de invitados en la Comisión de Constitución,politica
Verdadero o falso: el 'fact checking' de las declaraciones políticas de la semana,politica
"Una cuestión de desconfianza, la columna de Diana Seminario",politica
Políticos lamentan el fallecimiento del ex ministro Javier Barreda,politica
Vicente Zeballos se mostró a favor de que el Perú tenga una aerolínea estatal,politica
Solo dos bancadas han definido sus votos sobre cuestión de confianza,politica
Gregorio Santos se inscribió en el partido Perú Libre del gobernador Vladimir Cerrón,politica
"FP influyó en CNM para evitar ratificación de Cucho en la ONPE, según colaborador",politica
Del Solar: “Enviar esto al TC sería una manera más de estorbar la reforma”,politica
Salaverry: Antes de la cuestión de confianza se votará la recomposición de comisiones,politica
Otra vez Andrés,politica
